Voucher_No,Date,Account_Head,Party_Name,Debit_Amount,Credit_Amount,Narration,Cost_Center,Created_By
MFG/24-25/524616,2024-12-07 10:13:00,Factory Security & Compliance,Balaji Job Workers Ltd,2255.04,0.0,Bill passing for factory security & compliance against PO ref #9218,Weaving Dept,finance_head
MFG/24-25/EST-700085,2024-08-09 18:18:00,Dyeing & Printing Charges,Zenith Dyeing & Processing,74639.0,0.0,Estimated invoice booking ref #EST-74639,Dyeing & Wet Processing,works_mgr_patel
MFG/24-25/517462,2025-03-07 09:51:00,Sub-contracting Fabrication,Om Sai Labour Contractors,7423.37,0.0,Bill passing for sub-contracting fabrication against PO ref #5402,Weaving Dept,accts_suresh
MFG/24-25/EST-702787,2025-03-03 15:47:00,Machinery Repairs & Spares,Sub-contractor X (Unverified),87577.0,0.0,Estimated invoice booking ref #EST-87577,Dyeing & Wet Processing,works_mgr_patel
MFG/24-25/517023,2024-11-18 15:00:00,Boiler Fuel & Power Costs,K-Tex Processing Mills,115911.33,0.0,Bill passing for boiler fuel & power costs against PO ref #9036,Stitching Unit 2,finance_head
MFG/24-25/504059,2025-02-02 12:55:00,Raw Material - Grey Fabric,Royal Industrial Spares,2408.56,0.0,Bill passing for raw material - grey fabric against PO ref #4002,Export Division,accts_manish
MFG/24-25/510896,2024-05-29 09:53:00,Sub-contracting Fabrication,Royal Industrial Spares,23058.77,0.0,Bill passing for sub-contracting fabrication against PO ref #3998,Dyeing & Wet Processing,works_mgr_patel
MFG/24-25/EST-701242,2025-03-25 12:48:00,Dyeing & Printing Charges,Sub-contractor X (Unverified),73371.0,0.0,Estimated invoice booking ref #EST-73371,Dyeing & Wet Processing,works_mgr_patel
MFG/24-25/SPL-601174,2024-12-07 18:46:00,Embroidery & Job Work Charges,Shree Ganesh Embroidery,48152.1,0.0,Job work voucher below limit clearance - Batch #765,Stitching Unit 1,accts_manish
MFG/24-25/DUP-802093,2024-06-16 16:21:00,Raw Material - Grey Fabric,Surat Textiles Hub Pvt Ltd,381541.39,0.0,Purchase bill passed against invoice ref INV-SURAT-9046 (duplicate entry),Weaving Dept,accts_suresh
MFG/24-25/524891,2025-01-28 18:32:00,Embroidery & Job Work Charges,Modern Trims & Labels,2807.51,0.0,Bill passing for embroidery & job work charges against PO ref #4926,Stitching Unit 1,finance_head
MFG/24-25/516876,2025-03-08 14:09:00,Embroidery & Job Work Charges,Surat Textiles Hub Pvt Ltd,8350.05,0.0,Bill passing for embroidery & job work charges against PO ref #6611,Weaving Dept,accts_suresh
MFG/24-25/522309,2025-01-20 17:26:00,Sub-contracting Fabrication,Zenith Dyeing & Processing,3276.46,0.0,Bill passing for sub-contracting fabrication against PO ref #2086,Dyeing & Wet Processing,accts_suresh
MFG/24-25/524210,2024-12-06 16:55:00,Finished Goods Domestic Sales,Lifestyle Garments Ltd,0.0,8198.92,Bill passing for finished goods domestic sales against PO ref #7173,Dyeing & Wet Processing,accts_suresh
MFG/24-25/525230,2024-06-04 18:45:00,Embroidery & Job Work Charges,Apex Button & Zippers,1621.01,0.0,Bill passing for embroidery & job work charges against PO ref #2126,Weaving Dept,accts_suresh
MFG/24-25/SPL-600944,2024-12-01 11:38:00,Sub-contracting Fabrication,Apex Button & Zippers,48257.37,0.0,Job work voucher below limit clearance - Batch #949,Stitching Unit 2,accts_manish
MFG/24-25/517395,2024-10-31 19:50:00,Dyeing & Printing Charges,SuperTech Boiler Solutions,3170.69,0.0,Bill passing for dyeing & printing charges against PO ref #7102,Stitching Unit 2,works_mgr_patel
MFG/24-25/517320,2024-06-12 10:29:00,Export Sales (Apparel),Trends Retail India,0.0,55807.43,Bill passing for export sales (apparel) against PO ref #6819,Stitching Unit 2,finance_head
MFG/24-25/SPL-600898,2025-02-22 17:36:00,Direct Factory Wages,Shree Ganesh Embroidery,49584.52,0.0,Job work voucher below limit clearance - Batch #587,Stitching Unit 2,accts_manish
MFG/24-25/505342,2025-01-12 17:32:00,Embroidery & Job Work Charges,Vardhman Yarns & Threads,13849.01,0.0,Bill passing for embroidery & job work charges against PO ref #3933,Weaving Dept,sr_accountant_gupta
MFG/24-25/514944,2024-11-15 15:41:00,Export Sales (Apparel),Trends Retail India,0.0,7428.06,Bill passing for export sales (apparel) against PO ref #3728,Weaving Dept,accts_manish
MFG/24-25/520575,2024-04-06 16:32:00,Raw Material - Cotton Yarn,Apex Button & Zippers,25932.05,0.0,Bill passing for raw material - cotton yarn against PO ref #5625,Stitching Unit 2,accts_suresh
MFG/24-25/SPL-601804,2024-10-13 17:30:00,Direct Factory Wages,Shree Ganesh Embroidery,49235.18,0.0,Job work voucher below limit clearance - Batch #539,Stitching Unit 2,accts_manish
MFG/24-25/506683,2024-09-04 10:16:00,Raw Material - Cotton Yarn,Zenith Dyeing & Processing,16602.63,0.0,Bill passing for raw material - cotton yarn against PO ref #1728,Stitching Unit 2,finance_head
MFG/24-25/EST-702030,2024-11-14 11:04:00,Machinery Repairs & Spares,Sub-contractor X (Unverified),892150.0,0.0,Estimated invoice booking ref #EST-89215,Dyeing & Wet Processing,works_mgr_patel
MFG/24-25/515452,2024-06-19 09:09:00,Direct Factory Wages,Star Export Logistics,1343.19,0.0,Bill passing for direct factory wages against PO ref #2770,Stitching Unit 1,sr_accountant_gupta
MFG/24-25/520553,2025-01-15 16:09:00,Boiler Fuel & Power Costs,Balaji Job Workers Ltd,25228.49,0.0,Bill passing for boiler fuel & power costs against PO ref #4409,Dyeing & Wet Processing,works_mgr_patel
MFG/24-25/521830,2024-06-06 19:55:00,Embroidery & Job Work Charges,Apex Button & Zippers,2154.43,0.0,Bill passing for embroidery & job work charges against PO ref #2901,Weaving Dept,works_mgr_patel
MFG/24-25/SPL-602072,2024-05-10 11:37:00,Sub-contracting Fabrication,Apex Button & Zippers,49886.61,0.0,Job work voucher below limit clearance - Batch #796,Stitching Unit 1,accts_manish
MFG/24-25/512884,2025-02-13 18:36:00,Export Sales (Apparel),Lifestyle Garments Ltd,0.0,15903.55,Bill passing for export sales (apparel) against PO ref #3596,Weaving Dept,finance_head
MFG/24-25/EST-702856,2025-01-17 13:45:00,Dyeing & Printing Charges,Sub-contractor X (Unverified),76365.0,0.0,Estimated invoice booking ref #EST-76365,Dyeing & Wet Processing,works_mgr_patel
MFG/24-25/517038,2024-10-30 13:00:00,Dyeing & Printing Charges,Balaji Job Workers Ltd,20277.21,0.0,Bill passing for dyeing & printing charges against PO ref #2294,Spinning Unit,accts_suresh
MFG/24-25/SPL-601681,2024-07-01 13:27:00,Sub-contracting Fabrication,Balaji Job Workers Ltd,48691.46,0.0,Job work voucher below limit clearance - Batch #861,Stitching Unit 1,accts_manish
MFG/24-25/509670,2024-10-06 12:15:00,Sample Development Expenses,Om Sai Labour Contractors,1529.75,0.0,Bill passing for sample development expenses against PO ref #1319,Finishing & Packaging,accts_suresh
MFG/24-25/506988,2025-01-15 10:45:00,Machinery Repairs & Spares,Om Sai Labour Contractors,51268.0,0.0,Bill passing for machinery repairs & spares against PO ref #9250,Dyeing & Wet Processing,accts_suresh
MFG/24-25/EST-701062,2025-01-13 18:22:00,Dyeing & Printing Charges,Sub-contractor X (Unverified),79004.0,0.0,Estimated invoice booking ref #EST-79004,Dyeing & Wet Processing,works_mgr_patel
MFG/24-25/504402,2024-09-21 12:44:00,Export Sales (Apparel),Lifestyle Garments Ltd,0.0,15457.79,Bill passing for export sales (apparel) against PO ref #7064,Spinning Unit,accts_manish
MFG/24-25/SPL-600455,2025-03-25 13:03:00,Embroidery & Job Work Charges,Balaji Job Workers Ltd,48236.04,0.0,Job work voucher below limit clearance - Batch #380,Stitching Unit 2,accts_manish
MFG/24-25/EST-701719,2024-11-04 13:26:00,Dyeing & Printing Charges,Zenith Dyeing & Processing,716000.0,0.0,Estimated invoice booking ref #EST-71600,Dyeing & Wet Processing,works_mgr_patel
MFG/24-25/SPL-600178,2025-03-06 14:33:00,Embroidery & Job Work Charges,Balaji Job Workers Ltd,49633.48,0.0,Job work voucher below limit clearance - Batch #273,Stitching Unit 1,accts_manish
MFG/24-25/SPL-602771,2025-03-07 13:23:00,Sub-contracting Fabrication,Om Sai Labour Contractors,48216.84,0.0,Job work voucher below limit clearance - Batch #983,Stitching Unit 1,accts_manish
MFG/24-25/506475,2024-04-30 10:50:00,Packing & Trims Purchase,Vardhman Yarns & Threads,4552.07,0.0,Bill passing for packing & trims purchase against PO ref #7356,Finishing & Packaging,finance_head
MFG/24-25/509166,2024-05-20 11:23:00,Export Sales (Apparel),Euro Fashion Brands,0.0,80619.0,Bill passing for export sales (apparel) against PO ref #1502,Weaving Dept,accts_suresh
MFG/24-25/508163,2024-10-06 13:49:00,Embroidery & Job Work Charges,Vardhman Yarns & Threads,36112.76,0.0,Bill passing for embroidery & job work charges against PO ref #3448,Stitching Unit 1,accts_manish
MFG/24-25/SPL-602313,2024-10-26 18:01:00,Direct Factory Wages,Om Sai Labour Contractors,48163.94,0.0,Job work voucher below limit clearance - Batch #681,Stitching Unit 2,accts_manish
MFG/24-25/SPL-602101,2024-10-30 16:56:00,Sub-contracting Fabrication,Apex Button & Zippers,49221.35,0.0,Job work voucher below limit clearance - Batch #217,Stitching Unit 1,accts_manish
MFG/24-25/504948,2025-03-05 16:53:00,Raw Material - Cotton Yarn,Global Freight Forwarders,17431.5,0.0,Bill passing for raw material - cotton yarn against PO ref #4370,Spinning Unit,accts_suresh
MFG/24-25/500525,2024-06-09 17:50:00,Finished Goods Domestic Sales,Trends Retail India,0.0,11217.73,Bill passing for finished goods domestic sales against PO ref #2454,Dyeing & Wet Processing,finance_head
MFG/24-25/505167,2024-10-06 18:20:00,Embroidery & Job Work Charges,Vardhman Yarns & Threads,11350.65,0.0,Bill passing for embroidery & job work charges against PO ref #8548,Stitching Unit 1,sr_accountant_gupta
MFG/24-25/500648,2024-08-29 09:49:00,Raw Material - Grey Fabric,Modern Trims & Labels,3115.94,0.0,Bill passing for raw material - grey fabric against PO ref #2194,Dyeing & Wet Processing,sr_accountant_gupta
MFG/24-25/504667,2024-09-01 15:38:00,Packing & Trims Purchase,Modern Trims & Labels,3571.22,0.0,Bill passing for packing & trims purchase against PO ref #6334,Stitching Unit 1,works_mgr_patel
MFG/24-25/EST-701764,2024-06-21 14:12:00,Dyeing & Printing Charges,Royal Industrial Spares,772530.0,0.0,Estimated invoice booking ref #EST-77253,Dyeing & Wet Processing,works_mgr_patel
MFG/24-25/517832,2025-03-11 18:40:00,Machinery Repairs & Spares,Royal Industrial Spares,12944.16,0.0,Bill passing for machinery repairs & spares against PO ref #1576,Finishing & Packaging,sr_accountant_gupta
MFG/24-25/508581,2024-11-09 19:41:00,Dyeing & Printing Charges,Vardhman Yarns & Threads,41105.97,0.0,Bill passing for dyeing & printing charges against PO ref #5921,Dyeing & Wet Processing,finance_head
MFG/24-25/SPL-602320,2024-05-24 12:40:00,Direct Factory Wages,Shree Ganesh Embroidery,49492.81,0.0,Job work voucher below limit clearance - Batch #485,Stitching Unit 1,accts_manish
MFG/24-25/EST-702915,2025-02-02 10:07:00,Machinery Repairs & Spares,Royal Industrial Spares,841710.0,0.0,Estimated invoice booking ref #EST-84171,Dyeing & Wet Processing,works_mgr_patel
MFG/24-25/520266,2024-09-20 18:45:00,Raw Material - Grey Fabric,Surat Textiles Hub Pvt Ltd,6645.36,0.0,Bill passing for raw material - grey fabric against PO ref #3721,Stitching Unit 1,accts_suresh
MFG/24-25/521608,2024-12-02 18:42:00,Finished Goods Domestic Sales,Lifestyle Garments Ltd,0.0,855.13,Bill passing for finished goods domestic sales against PO ref #2497,Export Division,accts_suresh
MFG/24-25/522919,2024-06-09 17:32:00,Export Sales (Apparel),Lifestyle Garments Ltd,0.0,2931.75,Bill passing for export sales (apparel) against PO ref #1292,Finishing & Packaging,sr_accountant_gupta
MFG/24-25/EST-701566,2024-05-16 15:29:00,Machinery Repairs & Spares,Royal Industrial Spares,87156.0,0.0,Estimated invoice booking ref #EST-87156,Dyeing & Wet Processing,works_mgr_patel
MFG/24-25/519837,2025-01-09 12:50:00,Packing & Trims Purchase,Shree Ganesh Embroidery,996046.13,0.0,Bill passing for packing & trims purchase against PO ref #4785,Dyeing & Wet Processing,sr_accountant_gupta
MFG/24-25/525708,2024-08-13 17:21:00,Packing & Trims Purchase,Vardhman Yarns & Threads,31021.56,0.0,Bill passing for packing & trims purchase against PO ref #8181,Export Division,accts_suresh
MFG/24-25/EST-700650,2025-01-14 13:56:00,Dyeing & Printing Charges,Sub-contractor X (Unverified),73705.0,0.0,Estimated invoice booking ref #EST-73705,Dyeing & Wet Processing,works_mgr_patel
MFG/24-25/SPL-600268,2024-04-25 17:19:00,Direct Factory Wages,Apex Button & Zippers,48961.8,0.0,Job work voucher below limit clearance - Batch #885,Stitching Unit 2,accts_manish
MFG/24-25/DUP-800404,2024-10-16 11:03:00,Raw Material - Grey Fabric,Surat Textiles Hub Pvt Ltd,443290.14,0.0,Purchase bill passed against invoice ref INV-SURAT-8201 (duplicate entry),Weaving Dept,accts_suresh
MFG/24-25/500610,2024-09-28 19:19:00,Direct Factory Wages,Tirupur Spinning Mills,5667.25,0.0,Bill passing for direct factory wages against PO ref #8191,Export Division,finance_head
MFG/24-25/511907,2024-05-02 13:29:00,Dyeing & Printing Charges,Zenith Dyeing & Processing,4613.79,0.0,Bill passing for dyeing & printing charges against PO ref #9018,Dyeing & Wet Processing,accts_manish
MFG/24-25/500019,2024-06-08 13:22:00,Export Freight & Clearing,Shree Ganesh Embroidery,34783.99,0.0,Bill passing for export freight & clearing against PO ref #7566,Finishing & Packaging,accts_suresh
MFG/24-25/519934,2025-03-14 16:27:00,Sub-contracting Fabrication,K-Tex Processing Mills,2586.82,0.0,Bill passing for sub-contracting fabrication against PO ref #4397,Finishing & Packaging,accts_manish
MFG/24-25/DUP-800866,2024-11-10 11:28:00,Raw Material - Grey Fabric,Surat Textiles Hub Pvt Ltd,171512.76,0.0,Purchase bill passed against invoice ref INV-SURAT-8432 (duplicate entry),Weaving Dept,accts_suresh
MFG/24-25/SPL-600964,2024-12-26 18:29:00,Sub-contracting Fabrication,Om Sai Labour Contractors,49908.57,0.0,Job work voucher below limit clearance - Batch #867,Stitching Unit 2,accts_manish
MFG/24-25/SPL-601271,2025-03-22 15:05:00,Direct Factory Wages,Apex Button & Zippers,48641.18,0.0,Job work voucher below limit clearance - Batch #781,Stitching Unit 2,accts_manish
MFG/24-25/522107,2024-11-03 15:03:00,Export Sales (Apparel),Lifestyle Garments Ltd,0.0,10236.48,Bill passing for export sales (apparel) against PO ref #9048,Stitching Unit 1,accts_manish
MFG/24-25/503480,2025-01-01 10:01:00,Factory Security & Compliance,Tirupur Spinning Mills,66107.25,0.0,Bill passing for factory security & compliance against PO ref #6029,Stitching Unit 1,accts_manish
MFG/24-25/EST-700005,2024-05-25 13:00:00,Dyeing & Printing Charges,Royal Industrial Spares,711780.0,0.0,Estimated invoice booking ref #EST-71178,Dyeing & Wet Processing,works_mgr_patel
MFG/24-25/521919,2024-05-21 11:16:00,Direct Factory Wages,Zenith Dyeing & Processing,2289.09,0.0,Bill passing for direct factory wages against PO ref #6001,Stitching Unit 2,accts_manish
MFG/24-25/509262,2024-04-13 17:27:00,Raw Material - Cotton Yarn,Om Sai Labour Contractors,4382.32,0.0,Bill passing for raw material - cotton yarn against PO ref #9984,Export Division,works_mgr_patel
MFG/24-25/501927,2024-12-26 14:32:00,Direct Factory Wages,Surat Textiles Hub Pvt Ltd,67712.96,0.0,Bill passing for direct factory wages against PO ref #1207,Stitching Unit 2,accts_manish
MFG/24-25/505475,2024-07-04 14:50:00,Raw Material - Cotton Yarn,Vardhman Yarns & Threads,61764.51,0.0,Bill passing for raw material - cotton yarn against PO ref #1254,Weaving Dept,accts_manish
MFG/24-25/500219,2024-08-21 10:25:00,Sub-contracting Fabrication,Shree Ganesh Embroidery,43724.57,0.0,Bill passing for sub-contracting fabrication against PO ref #8192,Stitching Unit 1,accts_suresh
MFG/24-25/525229,2025-03-28 10:33:00,Embroidery & Job Work Charges,Tirupur Spinning Mills,86621.15,0.0,Bill passing for embroidery & job work charges against PO ref #9075,Export Division,finance_head
MFG/24-25/504494,2024-10-27 10:26:00,Export Sales (Apparel),Euro Fashion Brands,0.0,6020.46,Bill passing for export sales (apparel) against PO ref #3652,Weaving Dept,finance_head
MFG/24-25/506112,2025-02-09 17:30:00,Dyeing & Printing Charges,Om Sai Labour Contractors,500.0,0.0,Bill passing for dyeing & printing charges against PO ref #6612,Finishing & Packaging,works_mgr_patel
MFG/24-25/SPL-603534,2024-10-14 15:40:00,Direct Factory Wages,Om Sai Labour Contractors,48910.69,0.0,Job work voucher below limit clearance - Batch #989,Stitching Unit 1,accts_manish
MFG/24-25/505709,2024-05-04 18:08:00,Raw Material - Grey Fabric,Vardhman Yarns & Threads,19549.91,0.0,Bill passing for raw material - grey fabric against PO ref #5042,Weaving Dept,finance_head
MFG/24-25/513733,2025-02-04 17:33:00,Raw Material - Grey Fabric,Shree Ganesh Embroidery,68723.89,0.0,Bill passing for raw material - grey fabric against PO ref #6818,Finishing & Packaging,accts_suresh
MFG/24-25/516245,2024-11-26 14:16:00,Dyeing & Printing Charges,Tirupur Spinning Mills,4722.82,0.0,Bill passing for dyeing & printing charges against PO ref #9724,Dyeing & Wet Processing,accts_manish
MFG/24-25/515117,2024-12-05 09:19:00,Boiler Fuel & Power Costs,Vardhman Yarns & Threads,14593.34,0.0,Bill passing for boiler fuel & power costs against PO ref #4920,Spinning Unit,accts_manish
MFG/24-25/SPL-602711,2024-11-22 10:01:00,Sub-contracting Fabrication,Shree Ganesh Embroidery,49231.85,0.0,Job work voucher below limit clearance - Batch #269,Stitching Unit 1,accts_manish
MFG/24-25/515312,2025-03-17 19:03:00,Packing & Trims Purchase,Shree Ganesh Embroidery,21345.91,0.0,Bill passing for packing & trims purchase against PO ref #2542,Finishing & Packaging,accts_suresh
MFG/24-25/SPL-600225,2024-05-31 10:23:00,Sub-contracting Fabrication,Apex Button & Zippers,48980.22,0.0,Job work voucher below limit clearance - Batch #340,Stitching Unit 2,accts_manish
MFG/24-25/524934,2024-05-30 12:57:00,Finished Goods Domestic Sales,Trends Retail India,0.0,3002.08,Bill passing for finished goods domestic sales against PO ref #3781,Dyeing & Wet Processing,accts_suresh
